transaction_id,client_id,industry,region,subscription_plan,onboarding_date,invoice_date,revenue_amount,service_cost,profit,payment_status,tenure_months,last_active_date,churn_flag,temp_id,Profit_margin,Outlier Flag,Year,Month
2535,178,Healthcare,West,Premium,28-04-2022,04-08-2022,4967.93,3635,-4933,Pending,3,04-08-2022,0,1490,-99%,Normal,2022,August
2536,441,Finance,North,Premium,16-09-2022,01-08-2023,4967.93,3247,-4241,NA,10,01-08-2023,0,1491,-85%,Normal,2023,August
2538,452,Education,South,Standard,21-11-2022,10-01-2024,570,2198,-1628,Overdue,13,10-01-2024,1,1492,-286%,Outlier,2024,January
2539,322,Healthcare,South,Standard,15-12-2022,14-06-2023,5757,4012.75,6404,NA,5,14-06-2023,1,1493,111%,Outlier,2023,June
2540,307,Healthcare,North,Standard,23-09-2022,08-12-2022,7957,5969,1988,NA,2,08-12-2022,0,1494,25%,Normal,2022,December
2541,248,Retail,East,Standard,31-05-2022,06-10-2023,4967.93,5608,-7028,NA,16,06-10-2023,0,1495,-141%,Outlier,2023,October
2542,262,Healthcare,South,Standard,23-08-2022,12-12-2022,1115,2038,-923,Pending,3,12-12-2022,1,1496,-83%,Normal,2022,December
2543,189,Education,North,Basic,13-06-2022,30-12-2022,6966,1313,5653,Overdue,6,30-12-2022,0,1497,81%,Normal,2022,December
2544,348,Finance,West,Basic,28-05-2022,24-04-2023,1218,7803,-6585,NA,10,24-04-2023,1,1498,-541%,Outlier,2023,April
2545,325,Retail,South,Basic,16-07-2022,06-10-2022,4959,4192,767,Pending,2,06-10-2022,1,1499,15%,Normal,2022,October
2547,114,Retail,East,Standard,13-10-2022,02-05-2023,4943,7537,577.01,Pending,6,02-05-2023,1,1500,12%,Normal,2023,May
2548,315,Finance,North,Basic,26-08-2022,09-04-2024,8867,4012.75,9444,Overdue,19,09-04-2024,0,1501,107%,Outlier,2024,April
2550,173,IT,East,Premium,10-06-2022,08-11-2022,835,2123,-1288,Overdue,4,08-11-2022,1,1502,-154%,Outlier,2022,November
2553,118,IT,South,Basic,02-10-2022,30-12-2023,5335,5423,-88,Paid,14,30-12-2023,0,1503,-2%,Normal,2023,December
2556,377,Healthcare,North,Premium,16-06-2022,25-07-2023,9182,2046,7136,Paid,13,25-07-2023,1,1504,78%,Normal,2023,July
2558,259,Healthcare,West,Premium,23-02-2022,17-04-2022,9725,4012.75,10060,Overdue,1,17-04-2022,0,1505,103%,Outlier,2022,April
2560,480,Finance,East,Basic,01-12-2022,25-02-2024,4967.93,4120,-5568,NA,14,25-02-2024,1,1506,-112%,Outlier,2024,February
2561,234,Retail,East,Standard,10-05-2022,20-03-2023,6258,3670,2588,Overdue,10,20-03-2023,0,1507,41%,Normal,2023,March
2563,378,Education,East,Premium,04-04-2022,06-08-2023,7773,2052,5721,Paid,16,06-08-2023,1,1508,74%,Normal,2023,August
2564,454,Education,South,Basic,02-04-2022,08-03-2023,4964,2766,577.01,Paid,11,08-03-2023,1,1509,12%,Normal,2023,March
2565,420,Education,North,Premium,03-11-2022,06-10-2023,5973,1306,4667,Overdue,11,06-10-2023,0,1510,78%,Normal,2023,October
2566,398,Education,South,Standard,18-01-2022,08-05-2022,4967.93,6891,-8550,NA,3,08-05-2022,0,1511,-172%,Outlier,2022,May
2568,409,Education,West,Premium,08-05-2022,10-09-2022,2962,7404,-4442,NA,4,10-09-2022,1,1512,-150%,Outlier,2022,September
2569,367,IT,West,Standard,13-01-2022,05-06-2023,3093,661,2432,NA,16,05-06-2023,1,1513,79%,Normal,2023,June
2570,439,Healthcare,South,Premium,29-01-2022,15-04-2022,9607,3069,6538,Paid,2,15-04-2022,0,1514,68%,Normal,2022,April
2572,250,Education,East,Premium,25-05-2022,07-12-2022,8207,111,8096,Pending,6,07-12-2022,0,1515,99%,Normal,2022,December
2573,319,Finance,North,Basic,20-11-2022,27-01-2024,7137,4603,2534,Overdue,14,27-01-2024,1,1516,36%,Normal,2024,January
2574,485,IT,West,Basic,16-01-2022,07-03-2022,5698,2160,3538,Pending,1,07-03-2022,0,1517,62%,Normal,2022,March
2575,412,Education,South,Premium,08-01-2022,26-02-2022,339,30,309,NA,1,26-02-2022,0,1518,91%,Normal,2022,February
2577,260,Healthcare,South,Premium,05-11-2022,25-01-2024,3758,6979,-3221,Paid,14,25-01-2024,0,1519,-86%,Normal,2024,January
2580,352,Retail,North,Premium,23-01-2022,17-03-2023,6631,7062,-431,Pending,13,17-03-2023,0,1520,-6%,Normal,2023,March
2581,194,Retail,North,Standard,26-05-2022,11-10-2022,5902,7743,-1841,NA,4,11-10-2022,1,1521,-31%,Normal,2022,October
2583,202,Retail,West,Standard,22-12-2022,31-07-2023,1121,464,657,Pending,7,31-07-2023,1,1522,59%,Normal,2023,July
2584,307,Education,East,Standard,29-11-2022,19-05-2024,8397,6861,1536,Pending,17,19-05-2024,0,1523,18%,Normal,2024,May
2585,103,Healthcare,West,Basic,19-03-2022,27-04-2023,2299,6450,577.01,Paid,13,27-04-2023,0,1524,25%,Normal,2023,April
2586,102,Retail,West,Standard,14-11-2022,27-06-2024,3641,6097,-2456,NA,19,27-06-2024,1,1525,-67%,Normal,2024,June
2588,428,Finance,East,Basic,03-08-2022,10-04-2023,8992,471,8521,Pending,8,10-04-2023,0,1526,95%,Normal,2023,April
2590,422,IT,South,Basic,12-09-2022,21-01-2024,2151,3101,-950,NA,16,21-01-2024,0,1527,-44%,Normal,2024,January
2592,377,Retail,South,Basic,28-11-2022,19-06-2023,1395,7088,-5693,NA,6,19-06-2023,1,1528,-408%,Outlier,2023,June
2593,499,Healthcare,West,Standard,03-05-2022,22-08-2023,9198,3321,577.01,Paid,15,22-08-2023,0,1529,6%,Normal,2023,August
2595,320,IT,South,Premium,23-02-2022,08-04-2022,963,1453,-490,Paid,1,08-04-2022,0,1530,-51%,Normal,2022,April
2596,438,Finance,East,Standard,21-04-2022,23-07-2022,8686,2432,6254,Paid,3,23-07-2022,1,1531,72%,Normal,2022,July
2597,474,Retail,North,Premium,03-12-2022,27-12-2023,5802,1338,4464,Paid,12,27-12-2023,1,1532,77%,Normal,2023,December
2598,298,Education,South,Standard,11-11-2022,13-12-2023,6494,3044,3450,Paid,13,13-12-2023,1,1533,53%,Normal,2023,December
2599,422,Healthcare,South,Standard,23-04-2022,14-08-2023,2004,7940,-5936,Pending,15,14-08-2023,0,1534,-296%,Outlier,2023,August
2601,336,IT,East,Basic,08-01-2022,11-08-2023,5468,6089,-621,Paid,19,11-08-2023,1,1535,-11%,Normal,2023,August
2602,434,Retail,East,Premium,02-04-2022,02-06-2023,3619,7941,-4322,NA,14,02-06-2023,0,1536,-119%,Outlier,2023,June
2605,287,Retail,West,Premium,15-09-2022,26-04-2023,4731,1035,3696,Overdue,7,26-04-2023,1,1537,78%,Normal,2023,April
2607,435,IT,East,Basic,15-07-2022,29-09-2023,483,336,147,NA,14,29-09-2023,1,1538,30%,Normal,2023,September
2609,472,IT,East,Premium,06-10-2022,07-12-2023,7509,2803,4706,NA,14,07-12-2023,0,1539,63%,Normal,2023,December
2610,351,IT,East,Premium,18-01-2022,03-10-2022,7139,4012.75,7236,NA,8,03-10-2022,1,1540,101%,Outlier,2022,October
2611,323,IT,South,Premium,28-09-2022,02-02-2023,4769,2753,2016,NA,4,02-02-2023,0,1541,42%,Normal,2023,February
2612,373,IT,East,Premium,11-03-2022,08-03-2023,2951,6604,-3653,Pending,11,08-03-2023,0,1542,-124%,Outlier,2023,March
2614,332,Retail,North,Standard,06-04-2022,16-07-2022,1477,4093,-2616,Pending,3,16-07-2022,0,1543,-177%,Outlier,2022,July
2615,218,IT,West,Premium,20-02-2022,21-04-2023,5712,7757,-2045,Pending,14,21-04-2023,0,1544,-36%,Normal,2023,April
2616,434,Education,South,Premium,11-04-2022,19-08-2023,8629,6537,2092,Overdue,16,19-08-2023,0,1545,24%,Normal,2023,August
2617,432,Education,North,Standard,14-09-2022,31-05-2023,4659,2645,2014,Paid,8,31-05-2023,0,1546,43%,Normal,2023,May
2618,180,Retail,North,Basic,08-04-2022,31-03-2023,825,791,34,NA,11,31-03-2023,0,1547,4%,Normal,2023,March
2619,465,IT,North,Standard,03-12-2022,18-07-2023,5581,4651,930,NA,7,18-07-2023,0,1548,17%,Normal,2023,July
2620,186,Education,North,Premium,25-03-2022,08-01-2023,4967.93,4075,-4612,NA,9,08-01-2023,1,1549,-93%,Normal,2023,January
2621,247,Finance,West,Standard,22-07-2022,27-10-2023,4760,6608,-1848,Pending,15,27-10-2023,1,1550,-39%,Normal,2023,October
2622,484,Healthcare,North,Basic,18-12-2022,04-02-2024,4443,7108,-2665,NA,13,04-02-2024,0,1551,-60%,Normal,2024,February
2623,151,IT,South,Premium,24-06-2022,08-11-2023,2682,5092,-2410,NA,16,08-11-2023,0,1552,-90%,Normal,2023,November
2624,297,Retail,South,Basic,24-12-2022,02-08-2023,9391,4012.75,9779,Paid,7,02-08-2023,1,1553,104%,Outlier,2023,August
2625,215,Healthcare,West,Standard,08-04-2022,22-12-2022,1614,5788,-4174,NA,8,22-12-2022,0,1554,-259%,Outlier,2022,December
2628,343,Finance,North,Basic,13-03-2022,13-06-2023,322,724,-402,Paid,15,13-06-2023,1,1555,-125%,Outlier,2023,June
2629,427,Retail,South,Standard,20-04-2022,16-10-2022,4264,4012.75,5158,Overdue,5,16-10-2022,0,1556,121%,Outlier,2022,October
2630,384,Healthcare,East,Basic,20-04-2022,03-08-2022,7081,3896,3185,Pending,3,03-08-2022,0,1557,45%,Normal,2022,August
2631,131,Healthcare,North,Basic,28-05-2022,20-11-2023,4967.93,5498,-5505,Paid,17,20-11-2023,1,1558,-111%,Outlier,2023,November
2632,168,IT,East,Premium,08-10-2022,07-04-2024,4967.93,4400,577.01,Pending,17,07-04-2024,0,1559,12%,Normal,2024,April
2633,419,IT,East,Standard,16-08-2022,11-03-2024,9026,7060,1966,Paid,18,11-03-2024,0,1560,22%,Normal,2024,March
2634,228,Retail,North,Standard,12-12-2022,18-09-2023,401,7846,-7445,Paid,9,18-09-2023,1,1561,-1857%,Outlier,2023,September
2635,114,Finance,South,Premium,07-09-2022,18-01-2023,1034,89,945,Paid,4,18-01-2023,1,1562,91%,Normal,2023,January
2636,136,Finance,East,Basic,02-10-2022,26-01-2024,1527,4012.75,2202,Overdue,15,26-01-2024,0,1563,144%,Outlier,2024,January
2637,394,Finance,South,Standard,18-04-2022,04-01-2023,9155,4012.75,9197,NA,8,04-01-2023,1,1564,100%,Outlier,2023,January
2638,193,IT,East,Basic,13-06-2022,29-10-2022,4496,5509,-1013,Overdue,4,29-10-2022,1,1565,-23%,Normal,2022,October
2639,432,Retail,East,Standard,04-07-2022,19-01-2023,3801,5506,-1705,Pending,6,19-01-2023,1,1566,-45%,Normal,2023,January
2640,100,Education,North,Premium,01-07-2022,16-02-2023,2138,3536,-1398,Pending,7,16-02-2023,1,1567,-65%,Normal,2023,February
2641,163,Healthcare,South,Premium,05-06-2022,23-05-2023,3673,4012.75,4348,Pending,11,23-05-2023,0,1568,118%,Outlier,2023,May
2643,493,Finance,East,Premium,31-05-2022,05-07-2022,5549,4012.75,577.01,Paid,1,05-07-2022,1,1569,10%,Normal,2022,July
2645,295,Education,South,Premium,16-08-2022,21-01-2024,4668,4423,245,Paid,17,21-01-2024,1,1570,5%,Normal,2024,January
2647,273,Education,East,Standard,03-11-2022,12-10-2023,5439,5406,33,Paid,11,12-10-2023,1,1571,1%,Normal,2023,October
2648,392,Finance,East,Basic,15-09-2022,29-03-2023,1854,6144,-4290,Overdue,6,29-03-2023,0,1572,-231%,Outlier,2023,March
2650,260,Healthcare,East,Premium,07-03-2022,22-12-2022,3499,1605,1894,NA,9,22-12-2022,0,1573,54%,Normal,2022,December
2651,464,Retail,North,Premium,02-07-2022,12-12-2022,2463,3430,-967,NA,5,12-12-2022,0,1574,-39%,Normal,2022,December
2656,403,Finance,South,Standard,12-05-2022,28-01-2023,9341,915,8426,Pending,8,28-01-2023,1,1575,90%,Normal,2023,January
2657,293,Education,West,Premium,18-03-2022,13-02-2023,9755,2176,7579,Overdue,10,13-02-2023,1,1576,78%,Normal,2023,February
2658,295,Education,North,Basic,28-12-2022,06-08-2023,114,4335,-4221,Overdue,7,06-08-2023,0,1577,-3703%,Outlier,2023,August
2659,325,Education,South,Premium,16-02-2022,18-05-2022,392,2382,-1990,Overdue,3,18-05-2022,1,1578,-508%,Outlier,2022,May
2661,358,IT,North,Premium,12-03-2022,25-08-2022,6726,632,6094,Overdue,5,25-08-2022,0,1579,91%,Normal,2022,August
2662,228,Education,East,Standard,10-12-2022,29-10-2023,2747,224,2523,Pending,10,29-10-2023,1,1580,92%,Normal,2023,October
2663,149,IT,North,Basic,04-08-2022,29-08-2023,1105,2053,-948,NA,12,29-08-2023,0,1581,-86%,Normal,2023,August
2665,475,Education,North,Standard,11-11-2022,16-02-2023,4967.93,1927,-2212,NA,3,16-02-2023,0,1582,-45%,Normal,2023,February
2666,464,IT,South,Premium,22-02-2022,23-05-2023,47,5458,-5411,Paid,15,23-05-2023,1,1583,-11513%,Outlier,2023,May
2668,330,Education,West,Standard,22-04-2022,14-10-2023,7803,3316,4487,Overdue,17,14-10-2023,0,1584,58%,Normal,2023,October
2673,432,IT,South,Basic,29-01-2022,06-10-2022,3157,3310,-153,Pending,8,06-10-2022,1,1585,-5%,Normal,2022,October
2674,167,Finance,West,Premium,19-08-2022,31-01-2024,6857,5854,1003,Pending,17,31-01-2024,0,1586,15%,Normal,2024,January
2675,145,Healthcare,East,Basic,04-12-2022,10-09-2023,9901,573,9328,Pending,9,10-09-2023,0,1587,94%,Normal,2023,September
2676,272,Finance,South,Basic,12-12-2022,27-07-2023,9212,4012.75,9854,Pending,7,27-07-2023,0,1588,107%,Outlier,2023,July
2677,331,Finance,North,Standard,01-05-2022,23-11-2023,6395,227,6168,NA,18,23-11-2023,0,1589,96%,Normal,2023,November
2679,280,Healthcare,West,Standard,30-10-2022,20-10-2023,4967.93,3234,-4416,NA,11,20-10-2023,0,1590,-89%,Normal,2023,October
2680,373,Healthcare,East,Standard,23-03-2022,19-11-2022,4020,6635,-2615,Overdue,7,19-11-2022,1,1591,-65%,Normal,2022,November
2683,132,Retail,South,Premium,04-09-2022,09-10-2022,3627,988,2639,Pending,1,09-10-2022,1,1592,73%,Normal,2022,October
2684,174,Finance,South,Premium,13-12-2022,20-07-2023,6863,6855,8,Paid,7,20-07-2023,1,1593,0%,Normal,2023,July
2686,414,Healthcare,South,Standard,22-03-2022,05-09-2022,8416,7148,577.01,Pending,5,05-09-2022,0,1594,7%,Normal,2022,September
2687,220,Finance,East,Basic,20-10-2022,12-01-2023,466,7390,-6924,NA,2,12-01-2023,0,1595,-1486%,Outlier,2023,January
2689,168,Education,East,Standard,26-12-2022,24-06-2024,974,3578,-2604,Paid,17,24-06-2024,0,1596,-267%,Outlier,2024,June
2691,344,Finance,South,Standard,25-09-2022,07-12-2022,2616,4012.75,3518,Overdue,2,07-12-2022,0,1597,134%,Outlier,2022,December
2694,149,Healthcare,West,Premium,15-09-2022,15-11-2023,4385,4012.75,4877,Overdue,14,15-11-2023,0,1598,111%,Outlier,2023,November
2695,409,Education,East,Basic,26-07-2022,31-10-2023,4967.93,390,-1741,NA,15,31-10-2023,0,1599,-35%,Normal,2023,October
2696,453,Finance,North,Basic,11-05-2022,13-07-2023,9460,2975,6485,Pending,14,13-07-2023,1,1600,69%,Normal,2023,July
2698,199,Education,West,Standard,17-10-2022,06-01-2023,3858,6149,-2291,Pending,2,06-01-2023,1,1601,-59%,Normal,2023,January
2700,413,Healthcare,East,Basic,13-02-2022,24-02-2023,5935,4872,1063,NA,12,24-02-2023,0,1602,18%,Normal,2023,February
2701,114,IT,West,Premium,13-02-2022,28-07-2023,8396,2983,5413,Overdue,17,28-07-2023,1,1603,64%,Normal,2023,July
2702,471,Education,South,Standard,18-05-2022,26-03-2023,6033,541,5492,Pending,10,26-03-2023,1,1604,91%,Normal,2023,March
2703,404,Healthcare,North,Standard,07-07-2022,23-09-2023,9648,6519,3129,Pending,14,23-09-2023,1,1605,32%,Normal,2023,September
2704,176,Education,South,Basic,25-05-2022,14-03-2023,1720,4012.75,2681,Paid,9,14-03-2023,0,1606,156%,Outlier,2023,March
2706,100,IT,East,Premium,03-08-2022,27-09-2022,1082,107,975,Paid,1,27-09-2022,1,1607,90%,Normal,2022,September
2707,218,Finance,South,Basic,18-12-2022,12-03-2024,4967.93,6612,-6900,Paid,14,12-03-2024,0,1608,-139%,Outlier,2024,March
2709,454,Education,West,Basic,25-11-2022,27-06-2024,6514,2106,4408,NA,19,27-06-2024,1,1609,68%,Normal,2024,June
2710,410,Education,North,Basic,21-06-2022,15-10-2023,4021,2880,1141,Paid,15,15-10-2023,1,1610,28%,Normal,2023,October
2711,297,Finance,East,Standard,18-04-2022,20-10-2022,4967.93,4235,-5424,Paid,6,20-10-2022,0,1611,-109%,Outlier,2022,October
2717,366,Education,West,Standard,25-07-2022,07-04-2023,652,5609,-4957,Overdue,8,07-04-2023,0,1612,-760%,Outlier,2023,April
2718,207,Retail,South,Basic,09-09-2022,31-07-2023,2376,6147,-3771,Pending,10,31-07-2023,0,1613,-159%,Outlier,2023,July
2719,241,Retail,North,Standard,29-11-2022,29-12-2023,6664,5965,699,Pending,13,29-12-2023,0,1614,10%,Normal,2023,December
2720,456,Healthcare,West,Basic,07-06-2022,12-01-2023,3515,4841,-1326,NA,7,12-01-2023,0,1615,-38%,Normal,2023,January
2722,159,Healthcare,South,Basic,25-01-2022,12-03-2023,4650,4100,550,NA,13,12-03-2023,1,1616,12%,Normal,2023,March
2723,431,Healthcare,West,Basic,10-10-2022,11-10-2023,6002,2198,3804,Overdue,12,11-10-2023,0,1617,63%,Normal,2023,October
2725,306,Education,South,Basic,22-01-2022,05-09-2023,1706,155,1551,Pending,19,05-09-2023,1,1618,91%,Normal,2023,September
2726,224,Retail,South,Premium,05-01-2022,06-08-2022,4638,2534,2104,NA,7,06-08-2022,1,1619,45%,Normal,2022,August
2727,312,Retail,North,Premium,21-12-2022,30-09-2023,7976,7249,727,Overdue,9,30-09-2023,0,1620,9%,Normal,2023,September
2728,467,Finance,North,Basic,11-03-2022,13-12-2022,4690,504,4186,Overdue,9,13-12-2022,1,1621,89%,Normal,2022,December
2730,302,Healthcare,South,Premium,05-05-2022,13-11-2023,4967.93,4012.75,846,Overdue,18,13-11-2023,0,1622,17%,Normal,2023,November
2733,441,IT,South,Premium,03-09-2022,03-02-2024,4600,4997,-397,Pending,17,03-02-2024,1,1623,-9%,Normal,2024,February
2735,208,Healthcare,North,Premium,08-12-2022,11-06-2024,7445,467,6978,Pending,18,11-06-2024,1,1624,94%,Normal,2024,June
2736,214,IT,East,Standard,03-10-2022,27-07-2023,7705,7914,-209,Pending,9,27-07-2023,0,1625,-3%,Normal,2023,July
2738,422,Education,North,Basic,03-03-2022,14-08-2023,4967.93,7156,-7703,NA,17,14-08-2023,0,1626,-155%,Outlier,2023,August
2739,120,Retail,West,Premium,04-05-2022,27-01-2023,7539,3339,4200,Paid,8,27-01-2023,1,1627,56%,Normal,2023,January
2740,334,Finance,South,Premium,09-06-2022,13-11-2023,5517,3338,2179,NA,17,13-11-2023,1,1628,39%,Normal,2023,November
2741,424,IT,East,Premium,17-07-2022,30-10-2023,2452,7212,-4760,Overdue,15,30-10-2023,0,1629,-194%,Outlier,2023,October
2743,320,Retail,West,Standard,14-08-2022,05-01-2023,4324,175,4149,Overdue,4,05-01-2023,1,1630,96%,Normal,2023,January
2744,158,Education,South,Basic,31-07-2022,16-06-2023,6133,4012.75,577.01,Pending,10,16-06-2023,1,1631,9%,Normal,2023,June
2749,495,Finance,West,Basic,21-08-2022,02-02-2023,4992,5738,-746,NA,5,02-02-2023,0,1632,-15%,Normal,2023,February
2750,108,Education,South,Standard,04-11-2022,23-03-2023,1233,1904,-671,Paid,4,23-03-2023,0,1633,-54%,Normal,2023,March
2752,443,IT,North,Standard,01-03-2022,13-11-2022,7247,2627,4620,Overdue,8,13-11-2022,1,1634,64%,Normal,2022,November
2754,284,Retail,North,Standard,23-11-2022,14-02-2023,4330,4012.75,4920,Pending,2,14-02-2023,1,1635,114%,Outlier,2023,February
2755,458,IT,West,Premium,10-05-2022,03-11-2022,2410,4012.75,3127,Pending,5,03-11-2022,1,1636,130%,Outlier,2022,November
2756,246,Retail,North,Premium,30-03-2022,05-03-2023,2735,7379,-4644,Paid,11,05-03-2023,1,1637,-170%,Outlier,2023,March
2757,249,IT,West,Basic,22-06-2022,26-01-2023,7498,3755,3743,NA,7,26-01-2023,0,1638,50%,Normal,2023,January
2759,173,IT,North,Premium,20-07-2022,11-09-2023,8433,4205,4228,Pending,13,11-09-2023,1,1639,50%,Normal,2023,September
2760,271,Finance,North,Standard,25-07-2022,05-07-2023,4967.93,7431,-7875,Pending,11,05-07-2023,1,1640,-159%,Outlier,2023,July
2761,434,Finance,West,Premium,11-04-2022,04-06-2022,4967.93,7504,-8736,NA,1,04-06-2022,1,1641,-176%,Outlier,2022,June
2762,444,Finance,North,Premium,21-03-2022,13-09-2022,4967.93,83,-1746,Overdue,5,13-09-2022,0,1642,-35%,Normal,2022,September
2763,241,Healthcare,South,Basic,27-06-2022,26-02-2023,5696,4703,993,NA,7,26-02-2023,0,1643,17%,Normal,2023,February
2764,400,Education,North,Premium,15-12-2022,07-06-2024,3687,4515,-828,Overdue,17,07-06-2024,1,1644,-22%,Normal,2024,June
2769,308,Healthcare,South,Basic,26-11-2022,29-06-2024,2998,7045,-4047,NA,19,29-06-2024,1,1645,-135%,Outlier,2024,June
2770,220,Education,South,Premium,11-02-2022,07-04-2023,2903,6178,-3275,Pending,13,07-04-2023,0,1646,-113%,Outlier,2023,April
2771,188,Education,West,Standard,09-04-2022,10-12-2022,1765,2321,-556,Paid,8,10-12-2022,1,1647,-32%,Normal,2022,December
2773,340,Retail,South,Premium,25-05-2022,09-03-2023,4967.93,580,-2258,Pending,9,09-03-2023,1,1648,-45%,Normal,2023,March
2775,319,Healthcare,East,Basic,26-08-2022,19-11-2022,7061,4012.75,7186,Pending,2,19-11-2022,0,1649,102%,Outlier,2022,November
2776,362,Retail,East,Premium,08-02-2022,05-06-2022,4463,1883,2580,Paid,3,05-06-2022,0,1650,58%,Normal,2022,June
2779,425,Finance,East,Standard,31-10-2022,14-06-2024,4967.93,7397,-8463,Pending,19,14-06-2024,1,1651,-170%,Outlier,2024,June
2781,264,Healthcare,East,Premium,02-01-2022,14-07-2022,4967.93,7996,-8351,Pending,6,14-07-2022,1,1652,-168%,Outlier,2022,July
2782,419,Healthcare,West,Premium,26-09-2022,18-08-2023,2925,4131,-1206,Pending,10,18-08-2023,1,1653,-41%,Normal,2023,August
2784,242,Education,South,Standard,16-11-2022,08-01-2023,6983,907,6076,Pending,1,08-01-2023,0,1654,87%,Normal,2023,January
2789,128,IT,North,Standard,01-10-2022,03-04-2024,2179,2336,-157,Paid,18,03-04-2024,1,1655,-7%,Normal,2024,April
2790,342,IT,West,Basic,20-03-2022,10-02-2023,8638,2142,6496,Overdue,10,10-02-2023,1,1656,75%,Normal,2023,February
2792,262,Education,North,Standard,08-03-2022,02-11-2022,2450,5424,577.01,Pending,7,02-11-2022,1,1657,24%,Normal,2022,November
2793,209,Retail,West,Standard,09-08-2022,14-01-2024,4967.93,4012.75,-483,Paid,17,14-01-2024,0,1658,-10%,Normal,2024,January
2795,169,IT,West,Standard,18-06-2022,11-01-2024,8382,5401,2981,Pending,18,11-01-2024,1,1659,36%,Normal,2024,January
2796,297,Healthcare,North,Basic,14-01-2022,27-04-2022,5899,4012.75,6293,Overdue,3,27-04-2022,0,1660,107%,Outlier,2022,April
2798,490,IT,East,Basic,31-01-2022,27-07-2022,3582,1348,2234,Pending,5,27-07-2022,1,1661,62%,Normal,2022,July
2799,269,Retail,South,Basic,02-05-2022,03-11-2023,8399,291,8108,Overdue,18,03-11-2023,0,1662,97%,Normal,2023,November
2800,262,Retail,East,Premium,24-05-2022,22-01-2023,2830,5391,-2561,Overdue,7,22-01-2023,0,1663,-90%,Normal,2023,January
2803,324,IT,West,Premium,29-03-2022,30-08-2023,5689,1264,4425,Paid,17,30-08-2023,0,1664,78%,Normal,2023,August
2804,402,Healthcare,South,Basic,29-08-2022,16-02-2024,3445,2559,886,Paid,17,16-02-2024,1,1665,26%,Normal,2024,February
2805,484,Finance,North,Standard,15-12-2022,30-01-2023,4967.93,690,-1742,Pending,1,30-01-2023,1,1666,-35%,Normal,2023,January
2806,450,IT,South,Basic,14-11-2022,30-03-2024,4751,4261,490,Paid,16,30-03-2024,0,1667,10%,Normal,2024,March
2807,266,Education,East,Standard,11-04-2022,09-08-2023,9222,4917,4305,Overdue,15,09-08-2023,0,1668,47%,Normal,2023,August
2809,404,Retail,North,Standard,22-12-2022,19-07-2024,7486,319,577.01,Pending,18,19-07-2024,1,1669,8%,Normal,2024,July
2810,214,Retail,South,Basic,28-08-2022,13-11-2023,3597,3440,157,Paid,14,13-11-2023,1,1670,4%,Normal,2023,November
2811,449,Healthcare,North,Standard,14-04-2022,08-07-2023,6471,5088,1383,Overdue,14,08-07-2023,1,1671,21%,Normal,2023,July
2812,435,Retail,West,Basic,06-05-2022,15-08-2023,9385,1433,7952,Paid,15,15-08-2023,0,1672,85%,Normal,2023,August
2816,163,IT,West,Basic,07-08-2022,18-12-2023,583,4012.75,1022,Overdue,16,18-12-2023,0,1673,175%,Outlier,2023,December
2820,429,Retail,North,Premium,29-09-2022,29-04-2024,4967.93,6989,-7376,NA,19,29-04-2024,1,1674,-148%,Outlier,2024,April
2821,386,Finance,East,Basic,03-03-2022,09-11-2022,5031,6233,-1202,Paid,8,09-11-2022,0,1675,-24%,Normal,2022,November
2822,284,Retail,North,Standard,10-03-2022,06-06-2023,1683,1280,403,Paid,14,06-06-2023,0,1676,24%,Normal,2023,June
2823,279,Retail,North,Standard,07-10-2022,12-04-2024,1011,6090,-5079,Paid,18,12-04-2024,1,1677,-502%,Outlier,2024,April
2824,107,Education,West,Basic,31-12-2022,10-06-2023,1722,711,1011,Paid,5,10-06-2023,1,1678,59%,Normal,2023,June
2825,408,Healthcare,West,Basic,19-03-2022,11-09-2023,5378,6363,-985,NA,17,11-09-2023,1,1679,-18%,Normal,2023,September
2827,467,Healthcare,South,Standard,23-12-2022,26-01-2023,4967.93,7949,-8071,Overdue,1,26-01-2023,1,1680,-162%,Outlier,2023,January
2829,215,IT,South,Standard,23-12-2022,14-02-2023,2579,6990,-4411,NA,1,14-02-2023,0,1681,-171%,Outlier,2023,February
2832,106,IT,West,Basic,26-02-2022,07-05-2022,2627,3149,-522,Overdue,2,07-05-2022,1,1682,-20%,Normal,2022,May
2835,179,IT,West,Basic,10-01-2022,10-08-2022,1300,900,400,Paid,7,10-08-2022,0,1683,31%,Normal,2022,August
2837,323,Finance,West,Premium,18-03-2022,16-12-2022,7887,4012.75,8728,Overdue,8,16-12-2022,1,1684,111%,Outlier,2022,December
2839,232,IT,South,Basic,04-02-2022,16-06-2023,4443,4288,155,Pending,16,16-06-2023,0,1685,3%,Normal,2023,June
2840,428,IT,North,Premium,07-01-2022,12-12-2022,7326,4012.75,7823,Paid,11,12-12-2022,0,1686,107%,Outlier,2022,December
2841,350,Healthcare,East,Basic,27-12-2022,13-05-2024,9904,4269,5635,NA,16,13-05-2024,1,1687,57%,Normal,2024,May
2843,128,Retail,East,Basic,05-11-2022,21-02-2023,1269,2780,-1511,Paid,3,21-02-2023,0,1688,-119%,Outlier,2023,February
2844,119,Education,South,Basic,17-03-2022,05-12-2022,4967.93,3954,-5950,Paid,8,05-12-2022,1,1689,-120%,Outlier,2022,December
